item_id,item_type,item_name,det_target,det_competitor,option1,option2,option3,option4,mentioned_element,mentioned_file,unmentioned_element,unmentioned_file,picture1,picture2,picture3,picture4,question,question_file,answer_file,target_position,list,complete_answer,incomplete_answer,chunked_answer,expected_response,target,competitor,condition,DP,picture_target,picture_competitor
1,critical,wolf-dog,der,der,Wolf,Hund,holdfast,americangoldfinch,wolf,greywolf.jpg,dog,greyhound.jpg,images/greywolf.jpg,images/greyhound.jpg,images/holdfast.jpg,images/americangoldfinch.jpg,Ist das ein Bild von einem Wolf?,q_r_wolf.wav,r_t_wolf.wav,1,1,Das ist tatsächlich ein Bild von einem Wolf.,Das ist tatsächlich ein Bild von einem ...,Das ist | tatsächlich ein Bild von | einem Wolf.,Wolf,Wolf,Hund,reliable,indeed,greywolf.jpg,greyhound.jpg
98,critical,scale-food-processor,die,die,Küchenmaschine,syringe02,greenolive,Waage,scale,kitchenscale01a.jpg,food-processor,foodprocessor.jpg,images/foodprocessor.jpg,images/syringe02.jpg,images/greenolive.jpg,images/kitchenscale01a.jpg,Ist das ein Bild von einer Waage?,q_u_waage.wav,u_e_waage.wav,2,10,Das ist eigentlich ein Bild von einer Waage.,Das ist eigentlich ein Bild von einer ...,Das ist | eigentlich ein Bild von | einer Waage.,Waage,Waage,Küchenmaschine,unreliable,actually,kitchenscale01a.jpg,foodprocessor.jpg
99,critical,headphones-hairband,der,der,Haarreifen,Kopfhörer,candy,leek,headphones,headphones02b.jpg,hairband,hairband.jpg,images/hairband.jpg,images/headphones02b.jpg,images/candy.jpg,images/leek.jpg,Ist das ein Bild von einem Kopfhörer?,q_u_kopfhoerer.wav,u_e_kopfhoerer.wav,3,10,Das ist eigentlich ein Bild von einem Kopfhörer.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Kopfhörer.,Kopfhörer,Kopfhörer,Haarreifen,unreliable,actually,headphones02b.jpg,hairband.jpg
100,critical,clipboard-binder,das,der,stuffedanimal02b,Ordner,Klemmbrett,nailpolish03b,clipboard,clipboard.jpg,binder,binder03b.jpg,images/stuffedanimal02b.jpg,images/binder03b.jpg,images/clipboard.jpg,images/nailpolish03b.jpg,Ist das ein Bild von einem Klemmbrett?,q_u_klemmbrett.wav,u_e_klemmbrett.wav,4,10,Das ist eigentlich ein Bild von einem Klemmbrett.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Klemmbrett.,Klemmbrett,Klemmbrett,Ordner,unreliable,actually,clipboard.jpg,binder03b.jpg
101,critical,wolf-dog,der,der,Wolf,Hund,holdfast,americangoldfinch,wolf,greywolf.jpg,dog,greyhound.jpg,images/greywolf.jpg,images/greyhound.jpg,images/holdfast.jpg,images/americangoldfinch.jpg,Ist das ein Bild von einem Wolf?,q_r_wolf.wav,r_e_hund.wav,1,1,Das ist eigentlich ein Bild von einem Hund.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Hund.,Hund,Wolf,Hund,reliable,actually,greywolf.jpg,greyhound.jpg
102,critical,crab-spider,die,die,tern,Krabbe,Spinne,lizard,crab,crab01.jpg,spider,daddylonglegs.jpg,images/tern.jpg,images/crab01.jpg,images/daddylonglegs.jpg,images/lizard.jpg,Ist das ein Bild von einer Krabbe?,q_r_krabbe.wav,r_e_spinne.wav,2,1,Das ist eigentlich ein Bild von einer Spinne.,Das ist eigentlich ein Bild von einer ...,Das ist | eigentlich ein Bild von | einer Spinne.,Spinne,Krabbe,Spinne,reliable,actually,crab01.jpg,daddylonglegs.jpg
103,critical,ant-cockroach,die,die,hyena,antelope,Ameise,Kakerlake,ant,ant.jpg,cockroach,cockroach02.jpg,images/hyena.jpg,images/antelope.jpg,images/ant.jpg,images/cockroach02.jpg,Ist das ein Bild von einer Ameise?,q_r_ameise.wav,r_e_kakerlake.wav,3,1,Das ist eigentlich ein Bild von einer Kakerlake.,Das ist eigentlich ein Bild von einer ...,Das ist | eigentlich ein Bild von | einer Kakerlake.,Kakerlake,Ameise,Kakerlake,reliable,actually,ant.jpg,cockroach02.jpg
104,critical,hippopotamus-rhinoceros,das,das,Nashorn,sealion,cedarwaxwing,Nilpferd,hippopotamus,hippopotamus.jpg,rhinoceros,rhinoceros02.jpg,images/rhinoceros02.jpg,images/sealion.jpg,images/cedarwaxwing.jpg,images/hippopotamus.jpg,Ist das ein Bild von einem Nilpferd?,q_r_nilpferd.wav,r_e_nashorn.wav,4,1,Das ist eigentlich ein Bild von einem Nashorn.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Nashorn.,Nashorn,Nilpferd,Nashorn,reliable,actually,hippopotamus.jpg,rhinoceros02.jpg
105,critical,chicken-rooster,das,der,Hahn,Huhn,rockbass,killerwhale,chicken,hen.jpg,rooster,rooster.jpg,images/rooster.jpg,images/hen.jpg,images/rockbass.jpg,images/killerwhale.jpg,Ist das ein Bild von einem Huhn?,q_r_huhn.wav,r_e_hahn.wav,1,1,Das ist eigentlich ein Bild von einem Hahn.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Hahn.,Hahn,Huhn,Hahn,reliable,actually,hen.jpg,rooster.jpg
106,critical,panda-polar-bear,der,der,warthog,Eisbär,Panda,alligator,panda,panda.jpg,polar-bear,polarbear.jpg,images/warthog.jpg,images/polarbear.jpg,images/panda.jpg,images/alligator.jpg,Ist das ein Bild von einem Panda?,q_r_panda.wav,r_e_eisbaer.wav,2,1,Das ist eigentlich ein Bild von einem Eisbär.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Eisbär.,Eisbär,Panda,Eisbär,reliable,actually,panda.jpg,polarbear.jpg
107,critical,tiger-lion,der,der,bluejay,beaver,Löwe,Tiger,tiger,tiger02.jpg,lion,lion.jpg,images/bluejay.jpg,images/beaver.jpg,images/lion.jpg,images/tiger02.jpg,Ist das ein Bild von einem Tiger?,q_r_tiger.wav,r_e_loewe.wav,3,1,Das ist eigentlich ein Bild von einem Löwen.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Löwen.,Löwe,Tiger,Löwe,reliable,actually,tiger02.jpg,lion.jpg
108,critical,horse-camel,das,das,Pferd,jackrabbit,stingray,Kamel,horse,horse.jpg,camel,dromedary.jpg,images/horse.jpg,images/jackrabbit.jpg,images/stingray.jpg,images/dromedary.jpg,Ist das ein Bild von einem Pferd?,q_r_pferd.wav,r_e_kamel.wav,4,1,Das ist eigentlich ein Bild von einem Kamel.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Kamel.,Kamel,Pferd,Kamel,reliable,actually,horse.jpg,dromedary.jpg
109,critical,fox-raccoon,der,der,Fuchs,Waschbär,seal,falcon,fox,redfox.jpg,raccoon,raccoon.jpg,images/redfox.jpg,images/raccoon.jpg,images/seal.jpg,images/falcon.jpg,Ist das ein Bild von einem Fuchs?,q_r_fuchs.wav,r_e_waschbaer.wav,1,1,Das ist eigentlich ein Bild von einem Waschbär.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Waschbär.,Waschbär,Fuchs,Waschbär,reliable,actually,redfox.jpg,raccoon.jpg
110,critical,dragonfly-moth,die,die,tortoise01,Libelle,Motte,cat,dragonfly,dragonfly01.jpg,moth,moth.jpg,images/tortoise01.jpg,images/dragonfly01.jpg,images/moth.jpg,images/cat.jpg,Ist das ein Bild von einer Libelle?,q_r_libelle.wav,r_e_motto.wav,2,1,Das ist eigentlich ein Bild von einer Motte.,Das ist eigentlich ein Bild von einer ...,Das ist | eigentlich ein Bild von | einer Motte.,Motte,Libelle,Motte,reliable,actually,dragonfly01.jpg,moth.jpg
111,critical,flamingo-turkey,der,der,narwhal,puma,Flamingo,Truthahn,flamingo,flamingo.jpg,turkey,turkey.jpg,images/narwhal.jpg,images/puma.jpg,images/flamingo.jpg,images/turkey.jpg,Ist das ein Bild von einem Flamingo?,q_r_flamingo.wav,r_e_truthahn.wav,3,2,Das ist eigentlich ein Bild von einem Truthahn.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Truthahn.,Truthahn,Flamingo,Truthahn,reliable,actually,flamingo.jpg,turkey.jpg
112,critical,shark-dolphin,der,der,Delphin,squid,cardinal,Hai,shark,sandbarshark.jpg,dolphin,dolphin01.jpg,images/dolphin01.jpg,images/squid.jpg,images/cardinal.jpg,images/sandbarshark.jpg,Ist das ein Bild von einem Hai?,q_r_hai.wav,r_e_delphin.wav,4,2,Das ist eigentlich ein Bild von einem Delphin.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Delphin.,Delphin,Hai,Delphin,reliable,actually,sandbarshark.jpg,dolphin01.jpg
113,critical,eagle-vulture,der,der,Geier,Adler,lynx01,bull,eagle,eagle.jpg,vulture,vulture.jpg,images/vulture.jpg,images/eagle.jpg,images/lynx01.jpg,images/bull.jpg,Ist das ein Bild von einem Adler?,q_r_adler.wav,r_e_geier.wav,1,2,Das ist eigentlich ein Bild von einem Geier.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Geier.,Geier,Adler,Geier,reliable,actually,eagle.jpg,vulture.jpg
114,critical,monkey-gorilla,der,der,hammerheadshark,Gorilla,Affen,riverotter,monkey,macaque.jpg,gorilla,gorilla.jpg,images/hammerheadshark.jpg,images/gorilla.jpg,images/macaque.jpg,images/riverotter.jpg,Ist das ein Bild von einem Affen?,q_r_affe.wav,r_e_gorilla.wav,2,2,Das ist eigentlich ein Bild von einem Gorilla.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Gorilla.,Gorilla,Affen,Gorilla,reliable,actually,macaque.jpg,gorilla.jpg
115,critical,parrot-toucan,der,der,chipmunk,greatwhiteshark,Tukan,Papagei,parrot,parrot01.jpg,toucan,toucan.jpg,images/chipmunk.jpg,images/greatwhiteshark.jpg,images/toucan.jpg,images/parrot01.jpg,Ist das ein Bild von einem Papagei?,q_r_papagei.wav,r_e_tucan.wav,3,2,Das ist eigentlich ein Bild von einem Tukan.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Tukan.,Tukan,Papagei,Tukan,reliable,actually,parrot01.jpg,toucan.jpg
116,critical,duck-seagull,die,die,Ente,jellyfish,cobra,Seemöwe,duck,duck01.jpg,seagull,seagull.jpg,images/duck01.jpg,images/jellyfish.jpg,images/cobra.jpg,images/seagull.jpg,Ist das ein Bild von einer Ente?,q_r_ente.wav,r_e_seemoewe.wav,4,2,Das ist eigentlich ein Bild von einer Seemöwe.,Das ist eigentlich ein Bild von einer ...,Das ist | eigentlich ein Bild von | einer Seemöwe.,Seemöwe,Ente,Seemöwe,reliable,actually,duck01.jpg,seagull.jpg
117,critical,sheep-ram,das,der,Schaaf,Bock,chimpanzee,armadillo,sheep,sheep.jpg,ram,ram.jpg,images/sheep.jpg,images/ram.jpg,images/chimpanzee.jpg,images/armadillo.jpg,Ist das ein Bild von einem Schaaf?,q_r_schaf.wav,r_e_bock.wav,1,2,Das ist eigentlich ein Bild von einem Bock.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Bock.,Bock,Schaaf,Bock,reliable,actually,sheep.jpg,ram.jpg
118,critical,squirrel-skunk,das,das,bison,Eichhörnchen,Stinktier,jaguar,squirrel,squirrel.jpg,skunk,skunk.jpg,images/bison.jpg,images/squirrel.jpg,images/skunk.jpg,images/jaguar.jpg,Ist das ein Bild von einem Eichhörnchen?,q_r_eichhoernchen.wav,r_e_stinktier.wav,2,2,Das ist eigentlich ein Bild von einem Stinktier.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Stinktier.,Stinktier,Eichhörnchen,Stinktier,reliable,actually,squirrel.jpg,skunk.jpg
119,critical,Shrimp-lobster,die,die,canadiangoose,toad,Garnele,Languste,shrimp,shrimp.jpg,lobster,rocklobster.jpg,images/canadiangoose.jpg,images/toad.jpg,images/shrimp.jpg,images/rocklobster.jpg,Ist das ein Bild von einer Garnele ?,q_r_garnelle.wav,r_e_languste.wav,3,2,Das ist eigentlich ein Bild von einer Languste.,Das ist eigentlich ein Bild von einer ...,Das ist | eigentlich ein Bild von | einer Languste.,Languste,Garnele,Languste,reliable,actually,shrimp.jpg,rocklobster.jpg
120,critical,gecko-chameleon,der,das,Chamäleon,Gecko,sapsucker,fennec,gecko,gecko.jpg,chameleon,chameleon.jpg,images/chameleon.jpg,images/gecko.jpg,images/sapsucker.jpg,images/fennec.jpg,Ist das ein Bild von einem Gecko?,q_r_gecko.wav,r_e_chameleon.wav,4,2,Das ist eigentlich ein Bild von einem Chamäleon.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Chamäleon.,Chamäleon,Gecko,Chamäleon,reliable,actually,gecko.jpg,chameleon.jpg
121,critical,double-bass-banjo,der,das,treadmill,ceilingfan01,Kontrabass,Banjo,double-bass,doublebass.jpg,banjo,banjo.jpg,images/treadmill.jpg,images/ceilingfan01.jpg,images/doublebass.jpg,images/banjo.jpg,Ist das ein Bild von einem Kontrabass?,q_r_kontrabass.wav,r_e_banjo.wav,1,3,Das ist eigentlich ein Bild von einem Banjo.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Banjo.,Banjo,Kontrabass,Banjo,reliable,actually,doublebass.jpg,banjo.jpg
122,critical,snowman-garden-gnome,der,der,Gartenzwerg,turnstile,guitarcase,Schneemann,snowman,snowman.jpg,garden-gnome,gardengnome02.jpg,images/gardengnome02.jpg,images/turnstile.jpg,images/guitarcase.jpg,images/snowman.jpg,Ist das ein Bild von einem Schneemann?,q_r_schneemann.wav,r_e_gartenzwerg.wav,2,3,Das ist eigentlich ein Bild von einem Gartenzwerg.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Gartenzwerg.,Gartenzwerg,Schneemann,Gartenzwerg,reliable,actually,snowman.jpg,gardengnome02.jpg
123,critical,paper-plane-kite,das,der,Drache,Papierflieger,centurionhelmet,magneticcompass,paper-plane,paperairplane.jpg,kite,kite.jpg,images/kite.jpg,images/paperairplane.jpg,images/centurionhelmet.jpg,images/magneticcompass.jpg,Ist das ein Bild von einem Papierflieger?,q_r_papierflieger.wav,r_e_drachen.wav,3,3,Das ist eigentlich ein Bild von einem Drachen.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Drachen.,Drachen,Papierflieger,Drachen,reliable,actually,paperairplane.jpg,kite.jpg
124,critical,bicycle-motorbike,das,das,bookshelf,Motorrad,Fahrrad,totempole,bicycle,bicycle.jpg,motorbike,motorcycle.jpg,images/bookshelf.jpg,images/motorcycle.jpg,images/bicycle.jpg,images/totempole.jpg,Ist das ein Bild von einem Fahrrad?,q_r_fahrrad.wav,r_e_motorrad.wav,4,3,Das ist eigentlich ein Bild von einem Motorrad.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Motorrad.,Motorrad,Fahrrad,Motorrad,reliable,actually,bicycle.jpg,motorcycle.jpg
125,critical,bus-truck,der,der,birdnest,poolnet,Lastwagen,Bus,bus,bus.jpg,truck,boxtruck.jpg,images/birdnest.jpg,images/poolnet.jpg,images/boxtruck.jpg,images/bus.jpg,Ist das ein Bild von einem Bus?,q_r_bus.wav,r_e_lastwagen.wav,1,3,Das ist eigentlich ein Bild von einem Lastwagen.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Lastwagen.,Lastwagen,Bus,Lastwagen,reliable,actually,bus.jpg,boxtruck.jpg
126,critical,basketball-volleyball,der,der,Basketball,skipole,bowlingpin,Volleyball,basketball,basketball01.jpg,volleyball,volleyball.jpg,images/basketball01.jpg,images/skipole.jpg,images/bowlingpin.jpg,images/volleyball.jpg,Ist das ein Bild von einem Basketball?,q_r_basketball.wav,r_e_volleyball.wav,2,3,Das ist eigentlich ein Bild von einem Volleyball.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Volleyball.,Volleyball,Basketball,Volleyball,reliable,actually,basketball01.jpg,volleyball.jpg
127,critical,soccerball-golf-ball,der,der,Fußball,Golfball,safe,stepladder,soccer-ball,soccerball.jpg,golf-ball,golfball.jpg,images/soccerball.jpg,images/golfball.jpg,images/safe.jpg,images/stepladder.jpg,Ist das ein Bild von einem Fußball?,q_r_fussball.wav,r_e_golfball.wav,3,3,Das ist eigentlich ein Bild von einem Golfball.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Golfball.,Golfball,Fußball,Golfball,reliable,actually,soccerball.jpg,golfball.jpg
128,critical,donut-cupcake,der,der,plantpot,Donut,Muffin,well,donut,donut.jpg,cupcake,cupcake.jpg,images/plantpot.jpg,images/donut.jpg,images/cupcake.jpg,images/well.jpg,Ist das ein Bild von einem Donut?,q_r_donut.wav,r_e_muffin.wav,4,3,Das ist eigentlich ein Bild von einem Muffin.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Muffin.,Muffin,Donut,Muffin,reliable,actually,donut.jpg,cupcake.jpg
129,critical,wine-beer,der,das,basketballhoop01,badmintonracket,Flasche Wein,Flasche Bier,wine,bottleofwhitewine.jpg,beer,beerbottle.jpg,images/basketballhoop01.jpg,images/badmintonracket.jpg,images/bottleofwhitewine.jpg,images/beerbottle.jpg,Ist das ein Bild von einer Flasche Wein?,q_r_flaschewein.wav,r_e_flaschebier.wav,1,3,Das ist eigentlich ein Bild von einer Flasche Bier.,Das ist eigentlich ein Bild von einer ...,Das ist | eigentlich ein Bild von | einer Flasche Bier.,Flasche Bier,Flasche Wein,Flasche Bier,reliable,actually,bottleofwhitewine.jpg,beerbottle.jpg
130,critical,bed-couch,das,das,Sofa,chair,toyfiretruck,Bett,bed,bed.jpg,couch,couch02.jpg,images/couch02.jpg,images/chair.jpg,images/toyfiretruck.jpg,images/bed.jpg,Ist das ein Bild von einem Bett?,q_r_bett.wav,r_e_sofa.wav,2,3,Das ist eigentlich ein Bild von einem Sofa.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Sofa.,Sofa,Bett,Sofa,reliable,actually,bed.jpg,couch02.jpg
131,critical,pot-mug,der,der,Becher,Topf,missile,gastank,pot,cookingpot.jpg,mug,mug05.jpg,images/mug05.jpg,images/cookingpot.jpg,images/missile.jpg,images/gastank.jpg,Ist das ein Bild von einem Topf?,q_r_topf.wav,r_e_becher.wav,3,4,Das ist eigentlich ein Bild von einem Becher.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Becher.,Becher,Topf,Becher,reliable,actually,cookingpot.jpg,mug05.jpg
132,critical,airplane-helicopter,das,der,spicerack,Hubschrauber,Flugzeug,jarofapplesauce,airplane,cessna.jpg,helicopter,helicopter.jpg,images/spicerack.jpg,images/helicopter.jpg,images/cessna.jpg,images/jarofapplesauce.jpg,Ist das ein Bild von einem Flugzeug?,q_r_flugzeug.wav,r_e_hubschrauber.wav,4,4,Das ist eigentlich ein Bild von einem Hubschrauber.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Hubschrauber.,Hubschrauber,Flugzeug,Hubschrauber,reliable,actually,cessna.jpg,helicopter.jpg
133,critical,mailbox-gargabe-can,der,der,dolly01,tambourine03,Mülleimer,Briefkasten,mailbox,postalmailbox01.jpg,gargabe-can,garbagebin.jpg,images/dolly01.jpg,images/tambourine03.jpg,images/garbagebin.jpg,images/postalmailbox01.jpg,Ist das ein Bild von einem Briefkasten?,q_r_briefkasten.wav,r_e_muelleimer.wav,1,4,Das ist eigentlich ein Bild von einem Mülleimer.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Mülleimer.,Mülleimer,Briefkasten,Mülleimer,reliable,actually,postalmailbox01.jpg,garbagebin.jpg
134,critical,boot-rollerblade,der,der,Gummistiefel,triangle,filingcabinet,Inlineskate,boot,rainboot.jpg,rollerblade,rollerblade.jpg,images/rainboot.jpg,images/triangle.jpg,images/filingcabinet.jpg,images/rollerblade.jpg,Ist das ein Bild von einem Gummistiefel?,q_r_gummistiefel.wav,r_e_inlineskate.wav,2,4,Das ist eigentlich ein Bild von einem Inlineskate.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Inlineskate.,Inlineskate,Gummistiefel,Inlineskate,reliable,actually,rainboot.jpg,rollerblade.jpg
135,critical,knife-sword,das,das,Messer,Schwert,candelabra,bikewheel,knife,knife03.jpg,sword,sword01.jpg,images/knife03.jpg,images/sword01.jpg,images/candelabra.jpg,images/bikewheel.jpg,Ist das ein Bild von einem Messer?,q_r_messer.wav,r_e_schwert.wav,3,4,Das ist eigentlich ein Bild von einem Schwert.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Schwert.,Schwert,Messer,Schwert,reliable,actually,knife03.jpg,sword01.jpg
136,critical,hat-hard-hat,der,der,radiator,Hut,Schutzhelm,arrow02,hat,witchhat.jpg,hard-hat,hardhat02.jpg,images/radiator.jpg,images/witchhat.jpg,images/hardhat02.jpg,images/arrow02.jpg,Ist das ein Bild von einem Hut?,q_r_hut.wav,r_e_schutzhelm.wav,4,4,Das ist eigentlich ein Bild von einem Schutzhelm.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Schutzhelm.,Schutzhelm,Hut,Schutzhelm,reliable,actually,witchhat.jpg,hardhat02.jpg
137,critical,corn-cork,der,der,weedwacker,parachute,Maiskolben,Korken,corn,corn02.jpg,cork,cork02.jpg,images/weedwacker.jpg,images/parachute.jpg,images/corn02.jpg,images/cork02.jpg,Ist das ein Bild von einem Maiskolben?,q_r_maiskolben.wav,r_e_korken.wav,1,4,Das ist eigentlich ein Bild von einem Korken.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Korken.,Korken,Maiskolben,Korken,reliable,actually,corn02.jpg,cork02.jpg
138,critical,pants-shorts,die,die,Badehose,bikepump01,jellybean,Jeans,pants,jeans01.jpg,shorts,swimsuit.jpg,images/swimsuit.jpg,images/bikepump01.jpg,images/jellybean.jpg,images/jeans01.jpg,Ist das ein Bild von einer Jeans?,q_r_jeans.wav,r_e_badehose.wav,2,4,Das ist eigentlich ein Bild von einer Badehose.,Das ist eigentlich ein Bild von einer ...,Das ist | eigentlich ein Bild von | einer Badehose.,Badehose,Jeans,Badehose,reliable,actually,jeans01.jpg,swimsuit.jpg
139,critical,shovel-pickaxe,die,die,Spitzhacke,Schaufel,tabascosauce,masquerademask01,shovel,shovel01.jpg,pickaxe,pickaxe02.jpg,images/pickaxe02.jpg,images/shovel01.jpg,images/tabascosauce.jpg,images/masquerademask01.jpg,Ist das ein Bild von einer Schaufel?,q_r_schaufel.wav,r_e_spitzhacke.wav,3,4,Das ist eigentlich ein Bild von einer Spitzhacke.,Das ist eigentlich ein Bild von einer ...,Das ist | eigentlich ein Bild von | einer Spitzhacke.,Spitzhacke,Schaufel,Spitzhacke,reliable,actually,shovel01.jpg,pickaxe02.jpg
140,critical,tractor-tank,der,der,patioumbrella,Panzer,Traktor,foosballtable,tractor,tractor.jpg,tank,tank.jpg,images/patioumbrella.jpg,images/tank.jpg,images/tractor.jpg,images/foosballtable.jpg,Ist das ein Bild von einem Traktor?,q_r_traktor.wav,r_e_panzer.wav,4,4,Das ist eigentlich ein Bild von einem Panzer.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Panzer.,Panzer,Traktor,Panzer,reliable,actually,tractor.jpg,tank.jpg
141,critical,tower-wind-turbine,der,das,martiniglass01b,gasburner,Windrad,Turm,tower,tower.jpg,wind-turbine,windturbine.jpg,images/martiniglass01b.jpg,images/gasburner.jpg,images/windturbine.jpg,images/tower.jpg,Ist das ein Bild von einem Turm?,q_r_turm.wav,r_e_windrad.wav,1,5,Das ist eigentlich ein Bild von einem Windrad.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Windrad.,Windrad,Turm,Windrad,reliable,actually,tower.jpg,windturbine.jpg
142,critical,chair-stool,der,der,Klappstuhl,accordion01,skihelmet01,Hocker,chair,foldingchair.jpg,stool,stool01.jpg,images/foldingchair.jpg,images/accordion01.jpg,images/skihelmet01.jpg,images/stool01.jpg,Ist das ein Bild von einem Klappstuhl?,q_r_klappstuhl.wav,r_e_hocker.wav,2,5,Das ist eigentlich ein Bild von einem Hocker.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Hocker.,Hocker,Klappstuhl,Hocker,reliable,actually,foldingchair.jpg,stool01.jpg
143,critical,toilet-sink,das,das,Klo,Waschbecken,pouch01b,gardenutilityvehicle,toilet,toilet.jpg,sink,sink.jpg,images/toilet.jpg,images/sink.jpg,images/pouch01b.jpg,images/gardenutilityvehicle.jpg,Ist das ein Bild von einem Klo?,q_r_klo.wav,r_e_waschbecken.wav,3,5,Das ist eigentlich ein Bild von einem Waschbecken.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Waschbecken.,Waschbecken,Klo,Waschbecken,reliable,actually,toilet.jpg,sink.jpg
144,critical,oven-fridge,der,der,huntingknife,Ofen,Kühlschrank,grandpiano,oven,oven.jpg,fridge,fridge.jpg,images/huntingknife.jpg,images/oven.jpg,images/fridge.jpg,images/grandpiano.jpg,Ist das ein Bild von einem Ofen?,q_r_ofen.wav,r_e_kuehlschrank.wav,4,5,Das ist eigentlich ein Bild von einem Kühlschrank.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Kühlschrank.,Kühlschrank,Ofen,Kühlschrank,reliable,actually,oven.jpg,fridge.jpg
145,critical,bolt-bullet,die,die,waterlily,lantern03,Schraube,Gewehrkugel,bolt,bolt01a.jpg,bullet,bullet.jpg,images/waterlily.jpg,images/lantern03.jpg,images/bolt01a.jpg,images/bullet.jpg,Ist das ein Bild von einer Schraube?,q_r_schraube.wav,r_e_gewehrkugel.wav,1,5,Das ist eigentlich ein Bild von einer Gewehrkugel.,Das ist eigentlich ein Bild von einer ...,Das ist | eigentlich ein Bild von | einer Gewehrkugel.,Gewehrkugel,Schraube,Gewehrkugel,reliable,actually,bolt01a.jpg,bullet.jpg
146,critical,blender-coffee-maker,der,der,Kaffeekocher,kiddiepool,barrel01,Mixer,blender,blender.jpg,coffee-maker,coffeemaker.jpg,images/coffeemaker.jpg,images/kiddiepool.jpg,images/barrel01.jpg,images/blender.jpg,Ist das ein Bild von einem Mixer?,q_r_mixer.wav,r_e_kaffeekocher.wav,2,5,Das ist eigentlich ein Bild von einem Kaffeekocher.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Kaffeekocher.,Kaffeekocher,Mixer,Kaffeekocher,reliable,actually,blender.jpg,coffeemaker.jpg
147,critical,pinboard-calendar,die,die,Kalender,Pinnwand,cannon,electrictoothbrush01c,pinboard,corkboard.jpg,calendar,calendar.jpg,images/calendar.jpg,images/corkboard.jpg,images/cannon.jpg,images/electrictoothbrush01c.jpg,Ist das ein Bild von einer Pinnwand?,q_r_pinnwand.wav,r_e_kalendar.wav,3,5,Das ist eigentlich ein Bild von einem Kalender.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Kalender.,Kalender,Pinnwand,Kalender,reliable,actually,corkboard.jpg,calendar.jpg
